claim_id,applicant_name,state,district,village,claim_type,claimed_area,recorded_area,submission_date,status,days_pending,latitude,longitude
FRA-1364,Phulo Bhoi,Maharashtra,Palghar,Chandapur,Community,8.46,8.52,2026-08-14,Approved,0,19.690757059248934,72.80190588175437
FRA-1365,Manoj Pradhan,Maharashtra,Yavatmal,Bhadrapur,Community,4.66,4.83,2026-04-16,Pending,130,20.348756445189277,78.09786017860884
FRA-1366,Jano Naik,Madhya Pradesh,Chhindwara,Sitapur,Individual,10.87,10.95,2026-08-10,Approved,0,22.011339644256253,78.91139701277817
FRA-1367,Somnath Patel,Jharkhand,Latehar,Sunderpur,Community,12.45,12.19,2026-08-07,Approved,0,23.710247135786528,84.57621897195395
FRA-1368,Sidhu Singh,Odisha,Mayurbhanj,Kalyanpur,Community,7.62,7.58,2026-08-15,Approved,0,21.922703533554916,86.70813836601899
FRA-1369,Phulo Gond,Madhya Pradesh,Dhar,Sunderpur,Community,9.75,21.45,2026-08-08,Approved,0,22.607184519894506,75.29684270852975
FRA-1370,Babu Hembram,Jharkhand,Latehar,Chhota Nagpur,Individual,4.28,4.31,2026-04-17,Pending,111,23.747875384623306,84.41491104927732
FRA-1371,Ramesh Rathwa,Chhattisgarh,Rajnandgaon,Devgaon,Community,10.79,5.39,2026-08-11,Approved,0,21.036219930966467,81.002566923407
FRA-1372,Vijay Gond,Chhattisgarh,Dhamtari,Example Village,Community,4.38,4.61,2026-04-12,Pending,131,20.7880099053197,81.60627505459811
FRA-1373,Vijay Uraon,Jharkhand,Latehar,Sunderpur,Individual,13.72,5.49,2026-08-06,Approved,0,23.69964878643341,84.5245143746567
FRA-1374,Birsa Kumar,Chhattisgarh,Rajnandgaon,Rampur,Individual,8.61,4.3,2026-08-21,Approved,0,21.16223891819375,81.0289750832993
FRA-1375,Pooja Kumar,Odisha,Koraput,Panchvati,Individual,1.88,1.81,2026-07-22,Pending,27,18.907668020841918,82.65049244600718
FRA-1376,Vijay Hembram,Madhya Pradesh,Chhindwara,Panchvati,Individual,1.71,1.46,2026-08-11,Approved,0,22.031378069874375,78.94485950417997
FRA-1377,Birsa Tudu,Chhattisgarh,Bastar,Amrapali,Community,3.32,3.41,2026-06-03,Pending,82,19.191764787277158,81.90933342325101
FRA-1378,Babu Pradhan,Chhattisgarh,Rajnandgaon,Sunderpur,Individual,11.38,11.24,2026-08-21,Approved,0,21.198852551888343,81.0768884617482
FRA-1379,Manoj Patel,Maharashtra,Yavatmal,Durgapur,Individual,13.27,13.13,2026-08-08,Approved,0,20.4881737081733,78.20053462356027
FRA-1380,Devi Hembram,Chhattisgarh,Rajnandgaon,Chhota Nagpur,Community,11.51,11.65,2026-08-10,Approved,0,21.081578884522003,80.99832298196523
FRA-1381,Radha Hembram,Odisha,Mayurbhanj,Sitapur,Community,13.3,13.33,2026-07-16,Pending,35,21.840994744512553,86.6900348382376
FRA-1382,Ramesh Hembram,Chhattisgarh,Bastar,Panchvati,Community,13.44,13.6,2026-08-14,Approved,0,19.110012343595915,81.9003484587672
FRA-1383,Rajesh Tudu,Maharashtra,Chandrapur,Panchvati,Individual,14.34,14.16,2026-07-02,Pending,35,19.993894144762827,79.2671971596468
FRA-1384,Lakshmi Pradhan,Chhattisgarh,Surguja,Rampur,Individual,12.0,12.04,2026-08-13,Approved,0,23.042738577158175,83.22978368054507
FRA-1385,Birsa Naik,Maharashtra,Palghar,Amrapali,Community,3.31,3.27,2026-08-16,Approved,0,19.62256709422198,72.81691836514656
FRA-1386,Babu Kumar,Maharashtra,Palghar,Panchvati,Community,1.31,1.25,2026-05-01,Pending,102,19.73627023609609,72.71965767507648
FRA-1387,Suresh Hembram,Jharkhand,West Singhbhum,Rampur,Individual,9.34,3.74,2026-08-25,Approved,0,22.537962440517404,85.81902144761402
FRA-1388,Vijay Munda,Jharkhand,Gumla,Chhota Nagpur,Individual,9.19,3.68,2026-08-18,Approved,0,22.98073794252849,84.63869828966749
FRA-1389,Vijay Bhoi,Madhya Pradesh,Chhindwara,Devgaon,Community,14.95,14.67,2026-08-15,Approved,0,22.118036369606664,78.86869245861115
FRA-1390,Rajesh Kumar,Madhya Pradesh,Balaghat,Chhota Nagpur,Individual,5.83,2.92,2026-04-15,Pending,120,21.828263737020567,80.146120421599
FRA-1391,Somnath Tudu,Maharashtra,Nandurbar,Chandapur,Community,4.86,4.89,2026-08-17,Approved,0,21.43229018212903,74.29377770684718
FRA-1392,Anita Bhoi,Madhya Pradesh,Chhindwara,Chhota Nagpur,Community,6.17,2.47,2026-08-11,Approved,0,22.10842553883371,78.89655232918646
FRA-1393,Phulo Singh,Chhattisgarh,Surguja,Chhota Nagpur,Individual,11.76,18.82,2026-08-23,Approved,0,23.1359923181818,83.19342400163268
FRA-1394,Birsa Rathwa,Chhattisgarh,Bastar,Panchvati,Individual,6.22,6.36,2026-08-22,Approved,0,19.13683078528685,82.04494448232332
FRA-1395,Sidhu Maravi,Odisha,Koraput,Kalyanpur,Individual,6.67,6.7,2026-08-15,Approved,0,18.878183175172005,82.80765921204198
FRA-1396,Manoj Bhoi,Odisha,Rayagada,Sitapur,Individual,9.37,9.28,2026-08-09,Approved,0,19.084367842840106,83.42055924668756
FRA-1397,Vijay Hembram,Maharashtra,Palghar,Example Village,Community,6.6,6.81,2026-08-09,Approved,0,19.794378185278266,72.6869427401258
FRA-1398,Lakshmi Kumar,Jharkhand,Latehar,Chhota Nagpur,Individual,13.63,13.85,2026-08-11,Approved,0,23.660334594431635,84.52408443580772
FRA-1399,Jano Soren,Jharkhand,Latehar,Sitapur,Community,3.42,3.63,2026-08-24,Approved,0,23.65485330569055,84.46773131713609
FRA-1400,Devi Rathwa,Maharashtra,Palghar,Sunderpur,Community,6.76,14.87,2025-10-25,Pending,300,19.62818379930161,72.73697241940313
FRA-1401,Ramesh Munda,Odisha,Sundargarh,Amrapali,Community,3.41,3.47,2026-05-30,Pending,81,22.070307061868764,83.97412616923222
FRA-1402,Sunita Maravi,Maharashtra,Yavatmal,Sunderpur,Community,14.79,14.69,2026-08-22,Approved,0,20.38263622554316,78.04368059132766
FRA-1403,Kamla Bhilla,Madhya Pradesh,Mandla,Amrapali,Individual,13.11,12.81,2026-08-08,Approved,0,22.641674927861978,80.37702521866018
FRA-1404,Devi Rathwa,Maharashtra,Yavatmal,Amrapali,Individual,11.67,11.73,2026-08-18,Approved,0,20.36500208692458,78.21595580922056
FRA-1405,Phulo Tudu,Maharashtra,Chandrapur,Example Village,Individual,7.98,7.81,2026-08-05,Rejected,0,19.94002130618836,79.37807499531864
FRA-1406,Gautam Bhoi,Madhya Pradesh,Dhar,Sunderpur,Individual,3.53,5.65,2026-08-07,Rejected,0,22.633735035276917,75.26391503942173
FRA-1407,Phulo Hembram,Chhattisgarh,Bastar,Chhota Nagpur,Community,3.05,3.08,2026-04-14,Pending,113,19.165905236491568,81.92208160236396
FRA-1408,Manoj Rathwa,Odisha,Mayurbhanj,Bhadrapur,Community,2.94,3.18,2026-08-08,Approved,0,21.880201176310127,86.6824618831919
FRA-1409,Anita Kumar,Odisha,Mayurbhanj,Devgaon,Individual,9.26,9.19,2026-08-09,Rejected,0,21.972633279383043,86.7888070811843
FRA-1410,Birsa Bhilla,Jharkhand,West Singhbhum,Kalyanpur,Individual,9.0,8.83,2026-08-07,Approved,0,22.51020672634594,85.74843171153493
FRA-1411,Kamla Singh,Jharkhand,Gumla,Amrapali,Individual,9.67,9.67,2026-08-14,Approved,0,23.094887083094562,84.52627530913772
FRA-1412,Gautam Pradhan,Chhattisgarh,Surguja,Amrapali,Community,6.5,6.39,2026-08-16,Approved,0,23.11365441091186,83.19501254082749
FRA-1413,Rajesh Munda,Chhattisgarh,Surguja,Panchvati,Community,10.58,10.74,2026-08-21,Approved,0,23.110074780032935,83.24465028218894
FRA-1414,Suresh Soren,Maharashtra,Chandrapur,Amrapali,Community,9.44,9.49,2026-08-23,Approved,0,19.991984840384404,79.28074951326407
FRA-1415,Babu Maravi,Jharkhand,Simdega,Example Village,Community,3.79,3.9,2026-05-18,Pending,99,22.544924454757627,84.4187679445855
FRA-1416,Radha Naik,Jharkhand,Simdega,Sitapur,Individual,12.05,11.8,2026-07-30,Pending,22,22.713731719886574,84.51589366715125
FRA-1417,Pooja Soren,Maharashtra,Gadchiroli,Durgapur,Community,11.66,11.52,2026-08-21,Approved,0,20.137951279312666,79.96593421627072
FRA-1418,Kamla Tudu,Chhattisgarh,Dhamtari,Bhadrapur,Community,6.45,6.21,2026-08-12,Approved,0,20.614619990521607,81.64057306907493
FRA-1419,Pooja Bhilla,Jharkhand,Gumla,Bhadrapur,Community,13.97,13.7,2026-08-11,Approved,0,23.0295273820717,84.58374484857546
FRA-1420,Lakshmi Naik,Madhya Pradesh,Dhar,Sunderpur,Individual,4.2,4.29,2026-08-08,Approved,0,22.55986970020431,75.33771940020215
FRA-1421,Rajesh Kumar,Odisha,Rayagada,Chhota Nagpur,Community,7.98,3.19,2026-08-13,Approved,0,19.178410118107397,83.49612717787265
FRA-1422,Devi Singh,Madhya Pradesh,Mandla,Sitapur,Individual,5.64,5.84,2026-08-18,Approved,0,22.610292019587447,80.27699209893707
FRA-1423,Kanhu Patel,Maharashtra,Gadchiroli,Rampur,Individual,8.93,14.29,2026-08-16,Approved,0,20.27406421172055,80.09787085845728
FRA-1424,Vijay Hembram,Chhattisgarh,Bastar,Example Village,Community,7.55,7.68,2026-02-12,Pending,185,19.0590439546734,81.92289906964689
FRA-1425,Sunita Gond,Madhya Pradesh,Dindori,Kalyanpur,Community,8.78,8.95,2026-08-13,Approved,0,23.035325599433634,81.0444437437763
FRA-1426,Rajesh Singh,Jharkhand,Latehar,Rampur,Community,13.87,13.63,2026-08-16,Rejected,0,23.707371137265046,84.55166279953025
FRA-1427,Rajesh Gond,Maharashtra,Yavatmal,Devgaon,Community,6.58,3.29,2026-08-19,Approved,0,20.35688573202251,78.09993080719396
FRA-1428,Pooja Gond,Jharkhand,Gumla,Amrapali,Individual,3.96,3.75,2026-08-25,Approved,0,23.051465628979493,84.62760903863054
FRA-1429,Kamla Munda,Madhya Pradesh,Mandla,Panchvati,Community,2.43,2.43,2026-08-11,Approved,0,22.520308258835733,80.36283255542364
FRA-1430,Suresh Bhoi,Maharashtra,Nandurbar,Chandapur,Individual,6.33,6.42,2026-08-12,Approved,0,21.282522161288416,74.2108743535579
FRA-1431,Lakshmi Munda,Maharashtra,Palghar,Amrapali,Community,5.02,4.95,2026-08-05,Approved,0,19.65362377042531,72.84350246892828
FRA-1432,Devi Bhoi,Chhattisgarh,Dhamtari,Kalyanpur,Individual,11.5,11.61,2026-08-13,Approved,0,20.637339428356547,81.58049603060272
FRA-1433,Sidhu Soren,Maharashtra,Yavatmal,Chhota Nagpur,Individual,9.03,9.25,2026-05-12,Pending,95,20.498686724052703,78.12738308324514
FRA-1434,Birsa Uraon,Chhattisgarh,Dhamtari,Chhota Nagpur,Individual,11.13,11.13,2026-08-21,Approved,0,20.690415395734725,81.49705511437905
FRA-1435,Suresh Naik,Chhattisgarh,Rajnandgaon,Panchvati,Community,1.01,0.4,2026-08-23,Approved,0,21.16726066449621,81.04691001218052
FRA-1436,Devi Pradhan,Jharkhand,Latehar,Sitapur,Individual,10.6,10.55,2026-08-20,Approved,0,23.83445764526256,84.41967936673615
FRA-1437,Manoj Munda,Chhattisgarh,Dhamtari,Example Village,Individual,3.19,3.17,2026-08-16,Approved,0,20.746025808604436,81.5706402871671
FRA-1438,Ramesh Tudu,Maharashtra,Yavatmal,Amrapali,Community,5.6,5.35,2026-08-05,Approved,0,20.350659468011877,78.16995058062878
FRA-1439,Anita Kumar,Chhattisgarh,Kanker,Devgaon,Community,13.4,13.33,2026-03-15,Pending,147,20.223622464783983,81.44503514738308
FRA-1440,Manoj Bhoi,Maharashtra,Yavatmal,Example Village,Community,14.84,14.99,2026-08-10,Approved,0,20.357636787196245,78.1967392657945
FRA-1441,Kamla Uraon,Odisha,Mayurbhanj,Devgaon,Individual,4.33,4.56,2026-04-08,Pending,136,21.958033775717066,86.65426318886179
FRA-1442,Sunita Patel,Madhya Pradesh,Dindori,Amrapali,Individual,13.45,13.59,2026-08-08,Approved,0,22.932675937599054,81.12501583187093
FRA-1443,Jano Pradhan,Chhattisgarh,Rajnandgaon,Chandapur,Individual,6.01,5.9,2026-08-08,Approved,0,21.176227686010595,81.1294284195655
FRA-1444,Rajesh Soren,Chhattisgarh,Rajnandgaon,Durgapur,Individual,7.66,7.48,2026-08-14,Approved,0,21.07863543767436,81.10713340869212
FRA-1445,Gautam Pradhan,Odisha,Sundargarh,Durgapur,Individual,12.34,19.74,2026-08-12,Approved,0,22.024839025512815,84.12320824245545
FRA-1446,Radha Pradhan,Chhattisgarh,Kanker,Sunderpur,Community,11.11,24.44,2026-08-07,Rejected,0,20.20770061527708,81.4746777165212
FRA-1447,Birsa Patel,Maharashtra,Gadchiroli,Rampur,Community,9.31,9.17,2026-08-13,Approved,0,20.109557141043194,80.03117946578438
FRA-1448,Ramesh Kumar,Jharkhand,West Singhbhum,Chhota Nagpur,Individual,7.03,6.91,2026-05-30,Pending,75,22.532354409655515,85.80280621532097
FRA-1449,Kamla Maravi,Jharkhand,Gumla,Durgapur,Individual,9.9,9.64,2026-08-22,Approved,0,22.97570698669478,84.56663865118257
FRA-1450,Babu Pradhan,Jharkhand,Dumka,Chhota Nagpur,Community,2.69,2.55,2026-08-23,Rejected,0,24.21836134026939,87.21317207168482
FRA-1451,Vijay Bhoi,Jharkhand,Gumla,Amrapali,Community,1.48,0.59,2026-08-05,Rejected,0,23.06452235474752,84.57768265088366
FRA-1452,Radha Uraon,Odisha,Sundargarh,Durgapur,Community,11.31,11.28,2026-06-13,Pending,72,22.103662036202767,83.95677122498383
FRA-1453,Kanhu Pradhan,Chhattisgarh,Kanker,Example Village,Community,3.08,3.37,2026-08-08,Approved,0,20.314234247539932,81.56700634710843
FRA-1454,Jano Uraon,Jharkhand,West Singhbhum,Panchvati,Individual,9.94,9.88,2026-08-15,Approved,0,22.474067761631947,85.72716911588867
FRA-1455,Ramesh Rathwa,Chhattisgarh,Dhamtari,Chandapur,Individual,6.27,5.99,2026-08-17,Approved,0,20.719426371320875,81.45822649351258
FRA-1456,Kamla Uraon,Odisha,Rayagada,Example Village,Individual,8.61,8.36,2026-08-22,Approved,0,19.1907472620241,83.37511767775865
FRA-1457,Babu Maravi,Odisha,Mayurbhanj,Rampur,Individual,4.29,4.22,2026-08-14,Approved,0,21.897172440609424,86.80977735091555
FRA-1458,Lakshmi Maravi,Maharashtra,Nandurbar,Panchvati,Community,6.77,6.61,2026-08-06,Approved,0,21.297209236475116,74.30401278338351
FRA-1459,Sunita Bhoi,Madhya Pradesh,Balaghat,Example Village,Community,12.32,12.19,2026-08-22,Approved,0,21.90191285160365,80.12557014370651
FRA-1460,Devi Maravi,Madhya Pradesh,Chhindwara,Devgaon,Community,14.15,14.09,2026-05-16,Pending,94,22.094262737006023,78.97451970272448
FRA-1461,Sidhu Munda,Chhattisgarh,Rajnandgaon,Sunderpur,Community,3.92,3.97,2026-08-08,Approved,0,21.00228574321486,81.07973303106951
FRA-1462,Radha Bhilla,Madhya Pradesh,Balaghat,Panchvati,Individual,13.97,14.08,2026-07-08,Pending,38,21.86211561651158,80.23422187259794
FRA-1463,Babu Pradhan,Chhattisgarh,Surguja,Sitapur,Community,7.71,7.94,2026-08-14,Approved,0,23.045196869110505,83.2822829315469
FRA-1464,Somnath Maravi,Chhattisgarh,Kanker,Durgapur,Individual,5.95,5.66,2026-08-06,Approved,0,20.298918465250914,81.57180515303533
FRA-1465,Gautam Rathwa,Chhattisgarh,Surguja,Panchvati,Community,11.32,11.26,2026-08-15,Approved,0,23.155044031263667,83.10927909989421
FRA-1466,Lakshmi Bhoi,Jharkhand,Dumka,Durgapur,Individual,6.37,6.19,2026-08-11,Approved,0,24.180301553458342,87.28474358840674
FRA-1467,Babu Patel,Odisha,Koraput,Example Village,Community,6.8,6.88,2026-05-01,Pending,116,18.914142700578502,82.78206660216406
FRA-1468,Kanhu Bhoi,Madhya Pradesh,Balaghat,Sitapur,Individual,3.55,1.42,2026-08-17,Approved,0,21.818726172515902,80.20232858160266
FRA-1469,Lakshmi Rathwa,Madhya Pradesh,Dindori,Rampur,Community,2.53,2.48,2026-08-12,Approved,0,22.893642624116058,80.98673156821401
FRA-1470,Suresh Naik,Jharkhand,Gumla,Sunderpur,Community,6.29,6.34,2026-08-14,Rejected,0,22.96211602551913,84.44040981821651
FRA-1471,Manoj Kumar,Maharashtra,Chandrapur,Durgapur,Community,12.75,12.55,2026-08-18,Rejected,0,20.025684324438995,79.23396251391966
FRA-1472,Ramesh Bhoi,Chhattisgarh,Kanker,Rampur,Community,8.26,13.22,2026-08-17,Approved,0,20.254482692120693,81.39102533872023
FRA-1473,Phulo Singh,Maharashtra,Nandurbar,Chandapur,Individual,14.73,14.64,2026-08-24,Approved,0,21.277656524087273,74.28963836759549
FRA-1474,Phulo Tudu,Odisha,Kandhamal,Panchvati,Individual,2.78,2.58,2026-08-23,Rejected,0,20.285394782672498,84.10059536777764
FRA-1475,Manoj Tudu,Maharashtra,Yavatmal,Amrapali,Individual,11.88,4.75,2026-08-15,Approved,0,20.313673572686877,78.08597562604102
FRA-1476,Rajesh Gond,Maharashtra,Nandurbar,Bhadrapur,Community,14.93,15.03,2026-08-16,Rejected,0,21.37971113112616,74.26000824340265
FRA-1477,Babu Patel,Chhattisgarh,Surguja,Kalyanpur,Community,9.64,9.66,2026-08-01,Pending,21,23.084687825470677,83.18642308837096
FRA-1478,Manoj Munda,Odisha,Mayurbhanj,Example Village,Community,9.2,8.91,2026-08-05,Approved,0,22.031661939622474,86.78276459180492
FRA-1479,Manoj Patel,Maharashtra,Nandurbar,Rampur,Community,14.57,14.28,2026-08-12,Approved,0,21.443076168843977,74.19809625184386
FRA-1480,Phulo Maravi,Odisha,Rayagada,Rampur,Community,9.98,10.17,2026-08-05,Approved,0,19.179609388178864,83.40699554424073
FRA-1481,Pooja Bhoi,Jharkhand,Latehar,Kalyanpur,Individual,7.36,7.29,2026-08-12,Approved,0,23.791551732765722,84.44326747584137
FRA-1482,Sunita Hembram,Madhya Pradesh,Balaghat,Sitapur,Community,3.0,3.18,2026-08-07,Approved,0,21.756130963480118,80.19138429276832
FRA-1483,Kanhu Maravi,Madhya Pradesh,Dindori,Chhota Nagpur,Community,4.56,4.44,2026-08-17,Approved,0,22.918044588909066,81.12118707448096
FRA-1484,Manoj Patel,Madhya Pradesh,Dhar,Durgapur,Community,13.0,12.99,2026-04-07,Pending,136,22.657903928816864,75.31171604679206
FRA-1485,Jano Kumar,Odisha,Sundargarh,Durgapur,Community,4.1,4.16,2026-08-13,Approved,0,22.119365444260996,83.98025090673443
FRA-1486,Lakshmi Kumar,Maharashtra,Yavatmal,Chandapur,Individual,13.73,13.76,2026-08-08,Approved,0,20.435650588559874,78.12106154118663
FRA-1487,Birsa Pradhan,Jharkhand,Simdega,Chhota Nagpur,Community,2.19,2.4,2026-07-06,Pending,47,22.5408730674404,84.45115768074211
FRA-1488,Ramesh Soren,Madhya Pradesh,Chhindwara,Rampur,Community,13.92,14.22,2026-06-02,Pending,67,22.004676778868117,78.91417434743077
FRA-1489,Devi Naik,Maharashtra,Palghar,Example Village,Community,8.61,8.85,2026-08-06,Approved,0,19.640272191350167,72.67579997171988
FRA-1490,Kanhu Bhoi,Jharkhand,Gumla,Kalyanpur,Community,14.83,15.04,2026-08-14,Approved,0,23.12582222333279,84.4869694516361
FRA-1491,Manoj Soren,Chhattisgarh,Bastar,Devgaon,Individual,9.62,9.81,2026-08-09,Approved,0,19.1754765208893,81.8701371556839
FRA-1492,Kanhu Rathwa,Chhattisgarh,Bastar,Amrapali,Community,14.5,14.34,2026-08-20,Rejected,0,19.028775794133754,82.04574345529191
FRA-1493,Birsa Uraon,Jharkhand,Simdega,Devgaon,Community,7.23,7.0,2026-08-21,Approved,0,22.60399710888418,84.42589623208994
FRA-1494,Babu Maravi,Jharkhand,Simdega,Devgaon,Community,3.59,3.55,2026-08-05,Approved,0,22.679789608389516,84.57434631522786
FRA-1495,Sunita Bhilla,Madhya Pradesh,Chhindwara,Bhadrapur,Community,6.61,6.64,2026-08-10,Approved,0,22.150184993015124,78.99945989511961
FRA-1496,Sidhu Maravi,Odisha,Mayurbhanj,Amrapali,Community,11.2,11.32,2026-04-17,Pending,129,22.024355415664733,86.75573924521527
FRA-1497,Sunita Rathwa,Chhattisgarh,Dhamtari,Bhadrapur,Individual,10.68,10.55,2026-08-15,Approved,0,20.755957560207534,81.6138512168392
FRA-1498,Suresh Naik,Chhattisgarh,Rajnandgaon,Devgaon,Individual,6.21,6.1,2026-08-25,Rejected,0,21.114084452977355,80.95417645378497
FRA-1499,Sunita Gond,Chhattisgarh,Rajnandgaon,Panchvati,Community,2.92,2.9,2026-08-18,Approved,0,21.125430229222353,81.10298284554091
FRA-1500,Manoj Bhoi,Jharkhand,Gumla,Durgapur,Community,1.84,1.86,2026-03-23,Pending,144,22.998871438530966,84.56908400644426
FRA-1501,Vijay Bhoi,Chhattisgarh,Rajnandgaon,Devgaon,Community,8.34,8.25,2026-08-12,Approved,0,21.161766918486233,81.09948093041633
FRA-1502,Manoj Munda,Odisha,Rayagada,Bhadrapur,Community,11.93,19.09,2026-08-23,Approved,0,19.106310622623578,83.34857250345436
FRA-1503,Pooja Rathwa,Jharkhand,Dumka,Bhadrapur,Individual,12.91,12.83,2026-08-07,Approved,0,24.32387598253725,87.28777000827284
FRA-1504,Phulo Hembram,Chhattisgarh,Bastar,Amrapali,Community,6.48,6.34,2026-08-06,Approved,0,19.14068107857133,82.04457044090987
FRA-1505,Radha Gond,Chhattisgarh,Surguja,Devgaon,Individual,7.9,8.01,2026-08-22,Approved,0,23.047713536653575,83.10271641800203
FRA-1506,Babu Bhilla,Odisha,Rayagada,Durgapur,Individual,11.94,12.15,2026-08-22,Approved,0,19.151552506539034,83.37195850712247
FRA-1507,Phulo Uraon,Odisha,Kandhamal,Bhadrapur,Individual,4.03,4.08,2026-08-20,Rejected,0,20.27106329163857,84.10161442200636
FRA-1508,Sunita Patel,Chhattisgarh,Surguja,Bhadrapur,Individual,13.59,13.45,2026-08-06,Approved,0,23.041210525947214,83.23310301582349
FRA-1509,Jano Tudu,Madhya Pradesh,Dhar,Panchvati,Community,11.44,11.47,2026-08-18,Approved,0,22.649695383890492,75.401347646458
FRA-1510,Kanhu Bhilla,Chhattisgarh,Bastar,Bhadrapur,Community,12.17,11.94,2026-08-16,Approved,0,19.10676209343961,81.96604773684643
FRA-1511,Lakshmi Pradhan,Madhya Pradesh,Dhar,Durgapur,Individual,2.44,2.29,2026-08-07,Approved,0,22.514143916453857,75.20487093897911
FRA-1512,Suresh Singh,Madhya Pradesh,Balaghat,Example Village,Individual,13.66,13.87,2026-08-07,Approved,0,21.800320595861432,80.23581629005346
FRA-1513,Babu Maravi,Jharkhand,Dumka,Chhota Nagpur,Community,4.0,4.06,2026-01-29,Pending,192,24.236294689727515,87.33877513683625
FRA-1514,Radha Kumar,Madhya Pradesh,Dindori,Amrapali,Community,11.48,11.73,2026-08-13,Approved,0,22.932543914388244,81.11046193913722
FRA-1515,Devi Munda,Madhya Pradesh,Mandla,Bhadrapur,Community,9.63,9.92,2026-08-09,Approved,0,22.578851291198657,80.29665113453028
FRA-1516,Pooja Maravi,Madhya Pradesh,Chhindwara,Chhota Nagpur,Community,12.87,12.7,2026-08-15,Approved,0,21.978991922381667,78.91353507759314
FRA-1517,Lakshmi Pradhan,Odisha,Kandhamal,Panchvati,Community,6.13,5.92,2026-08-14,Approved,0,20.23161216923555,84.07514072649423
FRA-1518,Radha Bhilla,Odisha,Koraput,Chhota Nagpur,Individual,11.75,11.98,2026-08-17,Approved,0,18.771723515627727,82.80060047998982
FRA-1519,Vijay Tudu,Madhya Pradesh,Balaghat,Chhota Nagpur,Community,9.82,10.0,2026-08-08,Approved,0,21.88878295726134,80.1912095224998
FRA-1520,Radha Maravi,Maharashtra,Nandurbar,Amrapali,Community,13.49,13.69,2026-08-10,Approved,0,21.29265207000022,74.2420677391702
FRA-1521,Devi Bhoi,Jharkhand,Dumka,Rampur,Individual,6.29,6.39,2026-08-13,Approved,0,24.278245397453038,87.25379037726765
FRA-1522,Manoj Tudu,Maharashtra,Nandurbar,Chhota Nagpur,Individual,11.73,11.86,2026-08-06,Approved,0,21.297950736952334,74.25230878430445
FRA-1523,Somnath Bhoi,Jharkhand,Dumka,Sitapur,Community,11.17,11.35,2026-08-22,Approved,0,24.195460685650204,87.23874670683561
FRA-1524,Anita Gond,Odisha,Sundargarh,Rampur,Individual,6.22,6.15,2026-03-21,Pending,142,22.12874223302834,84.01333188529237
FRA-1525,Manoj Bhoi,Maharashtra,Palghar,Sitapur,Community,3.02,4.83,2026-08-07,Approved,0,19.790226602477354,72.82089392193784
FRA-1526,Rajesh Pradhan,Madhya Pradesh,Dindori,Kalyanpur,Community,14.51,14.39,2026-08-12,Approved,0,22.94558385221308,81.1342918979251
FRA-1527,Somnath Uraon,Maharashtra,Yavatmal,Sunderpur,Individual,7.05,7.27,2026-06-03,Pending,70,20.424721100131073,78.16299514547784
FRA-1528,Manoj Maravi,Odisha,Rayagada,Amrapali,Individual,13.33,13.55,2026-08-11,Approved,0,19.12511950699159,83.44765805968468
FRA-1529,Gautam Kumar,Madhya Pradesh,Dhar,Chhota Nagpur,Individual,3.83,3.66,2026-08-19,Rejected,0,22.505970178079213,75.33746927419409
FRA-1530,Manoj Tudu,Maharashtra,Yavatmal,Amrapali,Community,14.05,14.28,2026-04-14,Pending,118,20.35409574831833,78.06481397258484
FRA-1531,Rajesh Naik,Chhattisgarh,Kanker,Chhota Nagpur,Individual,12.06,12.35,2026-08-06,Rejected,0,20.296227511240158,81.42512261383833
FRA-1532,Suresh Gond,Jharkhand,West Singhbhum,Panchvati,Community,6.94,7.21,2026-08-05,Approved,0,22.47485020802621,85.85770443570843
FRA-1533,Devi Bhoi,Jharkhand,West Singhbhum,Sitapur,Individual,2.49,2.33,2026-08-08,Approved,0,22.552182498343193,85.78206397235759
FRA-1534,Sidhu Munda,Chhattisgarh,Dhamtari,Chhota Nagpur,Individual,9.87,9.92,2026-08-22,Approved,0,20.777902413605318,81.59496522161717
FRA-1535,Rajesh Soren,Jharkhand,West Singhbhum,Amrapali,Individual,12.0,11.99,2026-08-07,Approved,0,22.497495648478942,85.74311753283953
FRA-1536,Phulo Bhoi,Chhattisgarh,Bastar,Kalyanpur,Individual,11.06,11.17,2026-08-09,Approved,0,19.19422260569367,81.9693716708051
FRA-1537,Kanhu Hembram,Chhattisgarh,Kanker,Rampur,Individual,4.53,9.97,2026-08-23,Approved,0,20.194588835762293,81.40201418310802
FRA-1538,Manoj Gond,Odisha,Sundargarh,Amrapali,Community,12.37,12.51,2026-07-09,Pending,37,22.183335282871447,84.0925472114447
FRA-1539,Pooja Rathwa,Madhya Pradesh,Dhar,Example Village,Community,7.48,7.24,2026-04-03,Pending,124,22.63974765885115,75.25038840668145
FRA-1540,Vijay Rathwa,Jharkhand,Simdega,Panchvati,Community,2.81,2.8,2026-08-15,Approved,0,22.64279125232958,84.61144582988214
FRA-1541,Devi Gond,Jharkhand,Simdega,Sitapur,Individual,8.68,8.86,2026-07-07,Pending,34,22.688291742424205,84.61077603947389
FRA-1542,Somnath Soren,Odisha,Sundargarh,Amrapali,Individual,5.7,5.5,2026-06-18,Pending,68,22.208853274566355,84.03596364306044
FRA-1543,Suresh Bhilla,Madhya Pradesh,Chhindwara,Kalyanpur,Individual,11.5,11.78,2026-04-25,Pending,102,22.141720289707358,78.86612050324787
